slug,name,category,history_source_mode,has_avax_history,has_total_history,avax_history_days,total_history_days,current_avax_core_tvl,current_total_core_tvl,current_non_avax_core_tvl,current_avax_share,active_chain_count_core,data_quality_score_v2,current_status,current_tvl_band_avax,low_tvl_now_avax,migrated_candidate,core_eligible,core_universe_status,boundary_reason,label_confidence_v2,structural_decay_label_v2,structural_decay_target_v2,avax_peak_tvl,avax_current_tvl,avax_drawdown_from_peak,avax_tvl_30d_change,avax_tvl_90d_change,avax_consecutive_decline_days,avax_volatility_full,avax_only,num_chains,old_label,launch_date,decay_mode_v2,stage1_terminal_prob,stage1_score_confidence,risk_uncertainty,risk_band,reason_1,reason_2,reason_3,stage2_terminal_mode_prob,stage2_terminal_mode_oof_prob,stage1_terminal_prob_stage1,stage1_score_confidence_stage1,reason_1_stage1,reason_2_stage1,reason_3_stage1,composite_terminal_prob,composite_watch_band
dexalot-dex,Dexalot DEX,Dexs,avax_core,1,1,762,762,443342.88294,2783095.21066,2339752.32772,0.1592984965954014,5.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0,1076689.0,443342.0,0.588235785821161,-0.0507407272594911,-0.235157930693018,227.0,0.6259833944109611,0,5,alive,2024-08-16,resilient_or_unproven,0.030095245680717322,0.9749817504355258,0.025018249564474238,stable_watch,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.09808446581378458,,0.030095245680717322,0.9749817504355258,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.0029518760961277663,monitor
dexfinance-etf,DexFinance ETF,Yield,avax_core,1,1,618,618,12.35042,4985.98702,4973.6366,0.0024770261034494,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0,713.0,12.0,0.9831697054698456,0.0833333333333333,-0.8725490196078431,251.0,0.6546610627672867,0,8,dead,2024-06-29,terminal_global_decay,0.895159041716677,0.9222279537709097,0.07777204622909031,critical,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.9839328695383227,0.9728764220415858,0.895159041716677,0.9222279537709097,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.8807764046094652,terminal_risk
dexpad,DexPad,Launchpad,avax_core,1,1,1346,1346,0.03492,33634.58079,33634.54587,1.0382171913491536e-06,1.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,alive,2022-06-30,terminal_global_decay,0.9955289987936138,0.9958950999076149,0.0041049000923850726,critical,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.9571488657801839,0.9069216426733447,0.9955289987936138,0.9958950999076149,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.9528694520465895,terminal_risk
dexvaults,dexVAULTS,Yield,avax_core,1,1,566,566,4.73207,15175.61159,15170.87952,0.0003118207112732,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0,12741.0,4.0,0.9996860529000864,0.0,-0.1666666666666666,56.0,3.961714902316112,0,8,alive,2024-07-18,terminal_global_decay,0.9504401987343898,0.9519676335777537,0.0480323664222463,critical,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.9574799851518532,0.8801830629705674,0.9504401987343898,0.9519676335777537,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.910027467371928,terminal_risk
dforce-lending,dForce Lending,Lending,avax_core,1,1,1361,1955,0.0,1036885.06964,1036885.06964,0.0,2.0,1.0,low_tvl_on_avax,lt_10k,1.0,1,1,core_eligible,,1.0,structural_decay,1.0,4020002.0,0.0,1.0,0.0,0.0,2.0,9.206693733513736,0,8,alive,2022-06-17,multichain_relocation,0.6486865789083301,0.7082463799291243,0.29175362007087574,elevated,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.16329021166454805,0.27643581029470904,0.6486865789083301,0.7082463799291243,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.10592416877389278,monitor
diamondswap,Diamondswap,Dexs,avax_core,1,1,442,442,43.27642,341107.61730000004,341064.34088000003,0.0001268702831749,2.0,1.0,low_tvl_on_avax,lt_10k,1.0,1,1,core_eligible,,1.0,censored,,92.0,43.0,0.532608695652174,0.0476190476190476,-0.1698113207547169,152.0,0.1812225530867841,0,5,alive,2024-12-22,resilient_or_unproven,0.573332465915172,0.5964870008431611,0.40351299915683897,elevated,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.1748958168863436,,0.573332465915172,0.5964870008431611,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.10027344997369574,monitor
dodo-amm,DODO AMM,Dexs,avax_core,1,1,879,1839,1847660.63037,12771560.99144,10923900.36107,0.144669914007252,10.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0,4250240.0,1847660.0,0.5652810194247854,-0.3069837572647841,-0.4993764087702152,83.0,0.5520229296894593,0,15,alive,2023-09-29,resilient_or_unproven,0.026644969213470232,0.9737003641178094,0.02629963588219066,stable_watch,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.10436055481199177,,0.026644969213470232,0.9737003641178094,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.0027806837700661935,monitor
domani-protocol,Domani Protocol,Indexes,avax_core,1,1,1053,1810,782.40496,96167.64411,95385.23915,0.0081358441005901,1.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0,2071.0,782.0,0.6224046354418156,0.0370860927152317,-0.2640977443609023,523.0,0.1945177117341121,0,3,alive,2023-04-19,terminal_global_decay,0.910183794767341,0.941784132696576,0.05821586730342394,critical,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.7331040599384971,0.6531456296048289,0.910183794767341,0.941784132696576,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.6672594352341655,terminal_risk
donaswap-v2,DONASWAP V2,Dexs,avax_core,1,1,519,519,0.0,1.01802,1.01802,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,29,dead,2024-01-09,terminal_global_decay,0.8359979756317553,0.8574089872979813,0.14259101270201868,critical,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.9910803318297995,0.9830719269590515,0.8359979756317553,0.8574089872979813,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.8285411510981606,terminal_risk
dripit,dripit,Prediction Market,avax_core,1,1,301,301,3676.26172,3676.26172,0.0,1.0,0.0,0.947397,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,0.947397,censored,,8423.0,3676.0,0.5635759230677906,-0.2257317329964203,-0.3494338287331918,86.0,0.232862915183487,1,1,dead,2025-05-12,resilient_or_unproven,0.8851147380458495,0.8612829598855801,0.09089541144253141,critical,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.977236819916873,,0.8851147380458495,0.8612829598855801,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.864966711869482,terminal_risk
dumpex,DumpEX,Farm,avax_core,1,1,709,709,0.08995,4.843829999999999,4.753879999999999,0.0185700158758668,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,dead,2024-03-30,terminal_global_decay,0.9539990249063584,0.9513163687319077,0.04868363126809232,critical,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.9951544698050726,0.9831932748429799,0.9539990249063584,0.9513163687319077,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.9493763938252433,terminal_risk
dxsale,DxSale,Launchpad,avax_core,1,1,1230,1230,29392.91632,27257151.730110005,27227758.813790005,0.0010783561177278,8.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0,42806237.0,29392.0,0.9993133710865544,0.0571880732295076,-0.2431896596117204,323.0,5.9156558811970905,0,22,alive,2022-07-15,resilient_or_unproven,0.07727968668899053,0.9136725427534819,0.0863274572465181,stable_watch,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.09373757863501471,,0.07727968668899053,0.9136725427534819,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.007244010707898549,monitor
dypius,Dypius,Yield,avax_core,1,1,1062,1062,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,dead,2023-04-12,terminal_global_decay,0.9919182246878051,0.9905633228959205,0.009436677104079466,critical,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.9996838323353293,1.0,0.9919182246878051,0.9905633228959205,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.9916046122191613,terminal_risk
dyson,Dyson,Liquidity Manager,avax_core,1,1,999,1138,0.00121,260415.15787,260415.15666,4.6464269203716464e-09,3.0,1.0,low_tvl_on_avax,lt_10k,1.0,1,1,core_eligible,,1.0,structural_decay,1.0,2125.0,0.0,1.0,0.0,0.0,101.0,1.7603874685277985,0,7,alive,2023-06-13,multichain_relocation,0.6354052902994897,0.5606667075002133,0.4393332924997867,elevated,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.14994845962109146,0.20612057543786827,0.6354052902994897,0.5606667075002133,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.09527804451550093,monitor
echidna-finance,Echidna Finance,Yield,avax_core,1,1,1139,1139,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0,143737320.0,0.0,1.0,0.0,-0.9999167776298268,579.0,2.000242060671926,1,1,dead,2022-02-28,terminal_global_decay,0.49692040216900385,0.6879430294546964,0.3120569705453035,elevated,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.9574359130621133,0.9048707953029508,0.49692040216900385,0.6879430294546964,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.4757694389698727,elevated
elasticswap,ElasticSwap,Dexs,avax_core,1,1,1326,1326,1973.83719,4105.51419,2131.677,0.4807770960353202,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0,2461355.0,1973.0,0.9991984090064212,0.0,0.0,568.0,2.8370786650829105,0,2,dead,2022-07-22,terminal_global_decay,0.49551286220460505,0.7040124254701703,0.29598757452982977,elevated,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.9715733951057259,0.9060705012839967,0.49551286220460505,0.7040124254701703,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.4814271138506839,elevated
elk,Elk,Dexs,avax_core,1,1,1635,1635,44098.26108,224439.31578,180341.0547,0.1964818905580073,6.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0,4296380.0,44098.0,0.989736010315661,0.0587486795351963,-0.3555415911615128,793.0,1.4497376749103548,0,31,alive,2021-07-18,resilient_or_unproven,0.10097435921858468,0.8704372925518395,0.1295627074481605,stable_watch,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.021068679217455213,,0.10097435921858468,0.8704372925518395,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.002127396383564452,monitor
embr-finance,Embr Finance,Dexs,avax_core,1,1,1527,1527,8754.54513,8754.54513,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0,2233813.0,8754.0,0.9960811401849664,0.005859375,-0.0289485359361135,807.0,2.994701076096176,1,1,dead,2021-12-21,terminal_global_decay,0.8061366270244312,0.8616192928188172,0.13838070718118278,critical,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.9426552375325759,0.8977540716446873,0.8061366270244312,0.8616192928188172,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.7599089136314248,terminal_risk
emdx,EMDX,Derivatives,avax_core,1,1,1204,1204,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0,212083.0,0.0,1.0,0.0,0.0,146.0,2.064849781370524,1,1,dead,2022-11-22,terminal_global_decay,0.578915203590869,0.7480530261597694,0.25194697384023057,elevated,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.9921551404922522,0.9811749428638746,0.578915203590869,0.7480530261597694,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.5743736951517994,elevated
emiswap,EmiSwap,Dexs,avax_core,1,1,1342,1532,2.00065,33547.838059999995,33545.83740999999,5.963573558516218e-05,2.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0,5.0,2.0,0.6,0.5,0.0,92.0,0.3802157585385154,0,7,alive,2022-04-16,terminal_global_decay,0.9297472857787819,0.9512536733653585,0.04874632663464147,critical,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.8390016258801449,0.7459781495977187,0.9297472857787819,0.9512536733653585,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.7800594844260498,terminal_risk
empiredex,EmpireDEX,Dexs,avax_core,1,1,1559,1559,24844.37692,2511902.47449,2487058.09757,0.0098906614298567,6.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0,266262.0,24844.0,0.9066934072454952,0.1044185633001422,-0.3354108709608389,804.0,0.5960397254485432,0,9,alive,2021-11-11,resilient_or_unproven,0.06637250443345133,0.9562566177985413,0.04374338220145867,stable_watch,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.06307326639295623,,0.06637250443345133,0.9562566177985413,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.0041863306532987435,monitor
envelop,Envelop,NftFi,avax_core,1,1,711,721,0.0,3790.77615,3790.77615,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,dead,2024-03-28,terminal_global_decay,0.9897123470870077,0.9898896563064353,0.010110343693564679,critical,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.9969672277598257,0.998703157894737,0.9897123470870077,0.9898896563064353,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.9867107749550045,terminal_risk
etha-lend,ETHA Lend,Yield,avax_core,1,1,1207,1440,12.69183,12101.86319,12089.17136,0.0010487500809369,1.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0,217.0,12.0,0.9447004608294932,-0.0714285714285714,-0.2352941176470588,175.0,1.5486788700548788,0,2,alive,2022-09-28,terminal_global_decay,0.9502158319227655,0.9507219559563678,0.04927804404363224,critical,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.9218901345083103,0.8289048116479274,0.9502158319227655,0.9507219559563678,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.8759946011032042,terminal_risk
euler-v2,Euler V2,Lending,avax_core,1,1,384,554,16776776.5019,485384537.73118,468607761.22928,0.034563887387759,15.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,censored,,208473147.0,16776776.0,0.9195254820996204,-0.264722777693995,-0.6174008201008518,113.0,0.7668370416557316,0,16,alive,2025-03-26,resilient_or_unproven,0.07099730751136885,0.9027383006890597,0.0972616993109403,stable_watch,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.09041493471161619,,0.07099730751136885,0.9027383006890597,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.006419216923340952,monitor
eulerdebt,EulerDebt,Secondary Debt Markets,avax_core,1,1,101,101,2990.96478,36241.770800000006,33250.80602,0.0825281081464153,1.0,0.783014,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,0.783014,censored,,36460.0,2990.0,0.9179923203510696,-0.1832332058984161,-0.9179671429746852,53.0,0.8335670083190283,0,5,alive,2025-11-28,resilient_or_unproven,0.929013814887443,0.74176702797864,0.05267718332157539,critical,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.8312679546736295,,0.929013814887443,0.74176702797864,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.7722594137650305,terminal_risk
everestdao,EverestDAO,DAO Service Provider,avax_core,1,1,650,650,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,dead,2021-11-24,terminal_global_decay,0.9975201065809626,0.997654832681922,0.0023451673180780144,critical,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.9996838323353293,0.9995091363230143,0.9975201065809626,0.997654832681922,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.9972047229784028,terminal_risk
excellion-finance,Excellion Finance,Risk Curators,avax_core,1,1,144,144,29724.8932,29724.8932,0.0,1.0,1.0,0.818356,active_on_avax,ge_10k,0.0,0,1,core_eligible,,0.818356,censored,,263530.0,29724.0,0.8872082874815012,-0.7895619916037182,-0.8506566585275174,61.0,0.3629133556714219,1,1,alive,2025-10-16,resilient_or_unproven,0.2830077168261781,0.6793183717164243,0.16989870946577737,stable_watch,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.21237206695597088,,0.2830077168261781,0.6793183717164243,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.06010293378686554,monitor
ferdyflip,FerdyFlip,Luck Games,avax_core,1,1,997,997,2703.71023,2703.99847,0.2882399999998597,0.999893402306548,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0,273936.0,2703.0,0.9901327317329596,2703.0,2703.0,306.0,1.1602178245069026,0,3,dead,2023-06-16,resilient_or_unproven,0.21185274846056382,0.8769595309623484,0.12304046903765169,stable_watch,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.9005232114324152,,0.21185274846056382,0.8769595309623484,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.19077831739449058,monitor
flair-dex,Flair Dex,Dexs,avax_core,1,1,1081,1081,48764.25991,48764.25991,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,structural_decay,1.0,2773431.0,48764.0,0.9824174461163808,0.0005950426789231,-0.0310177641775622,597.0,1.7382495458343896,1,1,alive,2023-03-24,native_revival_or_threshold_boundary,0.7516836666322102,0.8686503848791848,0.13134961512081525,critical,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.0468182513727037,0.15714322997960062,0.7516836666322102,0.8686503848791848,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.03519251485714243,monitor
flashliquidity,FlashLiquidity,Dexs,avax_core,1,1,840,1074,0.0,90.27084,90.27084,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0,1782.0,0.0,1.0,0.0,0.0,122.0,0.6374934916425641,0,5,dead,2023-11-20,terminal_global_decay,0.8326485491176382,0.8907269460501067,0.10927305394989328,critical,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.9973602549481374,0.9942295496566381,0.8326485491176382,0.8907269460501067,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.8304505692301644,terminal_risk
float,Float,Derivatives,avax_core,1,1,1551,1620,16525.34508,144420.17794999998,127894.83286999998,0.11442545850983,2.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,structural_decay,1.0,973912.0,16525.0,0.9830323478918012,0.002304706453178,0.0205644414253072,642.0,2.0917897410939066,0,2,alive,2021-12-09,native_revival_or_threshold_boundary,0.7281747304563357,0.881326776699494,0.11867322330050599,critical,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.08478778714269165,0.15436402652802456,0.7281747304563357,0.881326776699494,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.061740324048618664,monitor
flokifi-locker,FlokiFi Locker,Token Locker,avax_core,1,1,1061,1061,101116.73974,10830983.07033,10729866.33059,0.0093358782931713,6.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0,1043792.0,101116.0,0.9031262933611294,0.1047416147711133,-0.3343405417859846,355.0,0.8731170652477199,0,15,alive,2023-02-21,resilient_or_unproven,0.46347601101846125,0.7005829471792944,0.2994170528207057,elevated,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.0776796888558067,,0.46347601101846125,0.7005829471792944,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.03600267232804451,monitor
folks-finance-xchain,Folks Finance xChain,Lending,avax_core,1,1,504,504,12837445.08387,16691627.98204,3854182.89817,0.7690948478891899,7.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0,24066349.0,12837445.0,0.4665811170610049,0.2697707726470195,-0.1273940685929944,97.0,0.5728959345782654,0,8,alive,2024-10-03,resilient_or_unproven,0.114956438655993,0.9046245107010055,0.0953754892989945,stable_watch,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.08584173467357267,,0.114956438655993,0.9046245107010055,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.009868060106126585,monitor
fortifi,FortiFi,Yield Aggregator,avax_core,1,1,678,678,415711.98424,415711.98424,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0,1653805.0,415711.0,0.7486336055339051,0.075235888097997,-0.2275050079718736,242.0,0.331500298325581,1,1,alive,2024-04-30,resilient_or_unproven,0.1872250835446153,0.8138826142505526,0.18611738574944736,stable_watch,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.1340125546238305,,0.1872250835446153,0.8138826142505526,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.025090511735473987,monitor
fortress,Fortress,Reserve Currency,avax_core,1,1,1562,1562,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,dead,2021-11-28,terminal_global_decay,0.9985752175499933,0.9988392571306016,0.0011607428693983372,critical,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.9996838323353293,1.0,0.9985752175499933,0.9988392571306016,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.9982595003554625,terminal_risk
fractal-protocol,Fractal Protocol,Yield,avax_core,1,1,1234,1351,0.0,25661.869120000003,25661.869120000003,0.0,1.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0,1069891.0,0.0,1.0,0.0,0.0,70.0,2.258673450431482,0,4,alive,2022-10-22,terminal_global_decay,0.5289131337615781,0.6518870778354104,0.34811292216458956,elevated,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.8959216003648681,0.711218610396891,0.5289131337615781,0.6518870778354104,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.47386470125367064,elevated
frax-swap,Frax Swap,Dexs,avax_core,1,1,1262,1263,212707.11762,13792200.62261,13579493.504989998,0.015422275490345,7.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0,2351400.0,212707.0,0.909540273879391,0.0718144072237674,-0.1833497143559186,414.0,0.8097551935480131,0,10,alive,2022-09-24,resilient_or_unproven,0.44116350251687997,0.7010691754092271,0.29893082459077286,stable_watch,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.052826077093393105,,0.44116350251687997,0.7010691754092271,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.023304937194748025,monitor
freebie-life-finance,Freebie Life Finance,Yield Lottery,avax_core,1,1,1193,1193,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,dead,2022-12-02,terminal_global_decay,0.9956889168476339,0.9952235480151066,0.004776451984893434,critical,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.9996838323353293,1.0,0.9956889168476339,0.9952235480151066,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.9953741122080557,terminal_risk
frost-finance,Frost Finance,Yield,avax_core,1,1,1569,1643,51801.28851,51801.28851,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,insufficient_early_window,,24668060.0,51801.0,0.9979000780766708,0.0031176778141399,-0.0142715786268838,843.0,9.57991574342447,1,1,alive,2021-09-03,resilient_or_unproven,,,,,,,,0.08041561441256301,,,,,,,,nan
frozen-walrus-finance,Frozen Walrus Finance,Algo-Stables,avax_core,1,1,1339,1339,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,dead,2022-07-09,terminal_global_decay,0.9981902302660943,0.9984501392275127,0.0015498607724873377,critical,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.9996838323353293,0.9994116511405596,0.9981902302660943,0.9984501392275127,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.997874634792094,terminal_risk
futureswap,FutureSwap,Derivatives,avax_core,1,1,1325,1814,0.0,10.40345,10.40345,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0,50848.0,0.0,1.0,0.0,-0.9999677845430236,343.0,0.2455228957788943,0,3,dead,2022-07-23,resilient_or_unproven,0.23484076576772728,0.8519465586107229,0.14805344138927715,stable_watch,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.9187171670746822,,0.23484076576772728,0.8519465586107229,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.21575224303977542,monitor
fwx-derivatives,FWX Derivatives,Derivatives,avax_core,1,1,785,785,3554.45354,4177.17177,622.71823,0.8509234802187702,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0,416126.0,3554.0,0.9914593176105314,22.084415584415584,0.0227272727272727,364.0,0.9122413968028398,0,3,dead,2024-01-14,resilient_or_unproven,0.138804387897533,0.8684573433465126,0.13154265665348738,stable_watch,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.9022557402873284,,0.138804387897533,0.8684573433465126,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.12523705575761812,monitor
fwx-dex,FWX DEX,Dexs,avax_core,1,1,578,578,862.96093,12711.06165,11848.10072,0.0678905471282959,1.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0,153955.0,862.0,0.9944009613198662,-0.0170842824601366,-0.059912854030501,288.0,1.1123738449601812,0,2,alive,2024-08-08,terminal_global_decay,0.6646722459221346,0.7806295876968601,0.21937041230313986,elevated,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.8122221767501681,0.6142594080465836,0.6646722459221346,0.7806295876968601,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.5398615384082992,elevated
gaia-dao,Gaia DAO,Reserve Currency,avax_core,1,1,1507,1507,4.80762,4.80762,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0,9570.0,4.0,0.999582027168234,0.0,0.0,151.0,2.131981974634121,1,1,dead,2022-01-22,terminal_global_decay,0.9119354836610263,0.9395145169347907,0.060485483065209324,critical,early drawdown stayed high,active-day density stayed low,peak arrived too early,1.0,0.9966933848793592,0.9119354836610263,0.9395145169347907,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.9119354836610263,terminal_risk
