slug,name,category,history_source_mode,has_avax_history,has_total_history,avax_history_days,total_history_days,current_avax_core_tvl,current_total_core_tvl,current_non_avax_core_tvl,current_avax_share,active_chain_count_core,data_quality_score_v2,current_status,current_tvl_band_avax,low_tvl_now_avax,migrated_candidate,core_eligible,core_universe_status,boundary_reason,label_confidence_v2,structural_decay_label_v2,structural_decay_target_v2,avax_peak_tvl,avax_current_tvl,avax_drawdown_from_peak,avax_tvl_30d_change,avax_tvl_90d_change,avax_consecutive_decline_days,avax_volatility_full,avax_only,num_chains,old_label,launch_date,decay_mode_v2,stage1_terminal_prob,stage1_score_confidence,risk_uncertainty,risk_band,reason_1,reason_2,reason_3,stage2_terminal_mode_prob,stage2_terminal_mode_oof_prob,stage1_terminal_prob_stage1,stage1_score_confidence_stage1,reason_1_stage1,reason_2_stage1,reason_3_stage1,composite_terminal_prob,composite_watch_band
kyberswap-classic,KyberSwap Classic,Dexs,avax_core,1,1,1634,1947,69499.49861,1038016.88744,968517.38883,0.0669541116825204,7.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0,66549551.0,69499.0,0.9989556804072202,0.0358755756934404,-0.1919638185813442,727.0,1.9424624230324423,0,15,alive,2021-09-18,resilient_or_unproven,0.10377152824721221,0.8942986943945004,0.10570130560549958,stable_watch,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.009757479279571052,,0.10377152824721221,0.8942986943945004,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.0010125485366815953,monitor
kyberswap-elastic,KyberSwap Elastic,Dexs,avax_core,1,1,1037,1037,386.80603,120669.15507,120282.34904,0.0032055087298457,4.0,1.0,low_tvl_on_avax,lt_10k,1.0,1,1,core_eligible,,1.0,structural_decay,1.0,12885559.0,386.0,0.999970043984898,0.1621621621621621,-0.0785714285714285,509.0,3.233410133911925,0,11,alive,2023-03-01,multichain_relocation,0.2511419255772176,0.6930176904014824,0.3069823095985175,stable_watch,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.10312652613904781,0.225495774586206,0.2511419255772176,0.6930176904014824,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.02589939435264973,monitor
lagoon,Lagoon,Onchain Capital Allocator,avax_core,1,1,230,441,4435506.59678,122856655.33546002,118421148.73868002,0.0361031039357929,8.0,0.926027,active_on_avax,ge_10k,0.0,0,1,core_eligible,,0.926027,censored,,84730703.0,4435506.0,0.9476517266710274,-0.6891920498598091,-0.9107337095868162,83.0,1.023315012255408,0,16,alive,2025-07-22,resilient_or_unproven,0.3109101431723971,0.7196776973331448,0.2228329224383902,stable_watch,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.07250703995306992,,0.3109101431723971,0.7196776973331448,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.022543174172815688,monitor
lama-miner,Lama Miner,Ponzi,avax_core,1,1,689,689,0.08135,0.08135,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0,23170.0,0.0,1.0,0.0,-0.5,218.0,2.452188644852136,1,1,dead,2024-04-20,terminal_global_decay,0.9488555193922372,0.9467423424931205,0.053257657506879455,critical,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.9939721435274009,0.9932192479483325,0.9488555193922372,0.9467423424931205,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.9431359545081074,terminal_risk
leech-protocol,Leech Protocol,Yield Aggregator,avax_core,1,1,899,899,9.46296,3503.12041,3493.65745,0.0027012945295819,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0,2432.0,9.0,0.9962993421052632,0.0,0.0,34.0,3.2636569365717483,0,3,dead,2023-09-11,terminal_global_decay,0.9846531199578008,0.9847619827726932,0.015238017227306774,critical,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.9992542372881357,0.9983651969370902,0.9846531199578008,0.9847619827726932,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.9839188023768154,terminal_risk
life-dao,Life DAO,Reserve Currency,avax_core,1,1,1552,1552,69.50376,69.50376,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0,6130437.0,69.0,0.9999887446849222,0.0294117647058823,-0.1860465116279069,713.0,4.019322244668695,1,1,dead,2021-12-08,terminal_global_decay,0.9036127959087761,0.9309841449703566,0.0690158550296434,critical,early drawdown stayed high,active-day density stayed low,peak arrived too early,1.0,0.9908138496497845,0.9036127959087761,0.9309841449703566,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.9036127959087761,terminal_risk
louverture,Louverture,Yield,avax_core,1,1,614,614,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,dead,2021-12-30,terminal_global_decay,0.9957493225924812,0.9950980633935077,0.004901936606492313,critical,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.9996838323353293,1.0,0.9957493225924812,0.9950980633935077,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.9954344988545597,terminal_risk
lydia,Lydia,Dexs,avax_core,1,1,1783,1783,49559.26902,49559.26902,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,structural_decay,1.0,24602373.0,49559.0,0.9979856008198884,0.0941121928604543,-0.1800810654313839,558.0,2.117030845977665,1,1,alive,2021-04-21,native_revival_or_threshold_boundary,0.7436348773412778,0.8135793436043705,0.18642065639562955,critical,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.024095056939370495,0.07788171338485358,0.7436348773412778,0.8135793436043705,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.01791792471163988,monitor
magic-square,Magic Square,Farm,avax_core,1,1,161,161,335.618,11833.71457,11498.09657,0.02836117079001,1.0,0.832329,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,0.832329,censored,,22264.0,335.0,0.9849532878189003,0.0909090909090909,-0.2346241457858769,93.0,2.016404523422335,0,5,alive,2025-09-29,resilient_or_unproven,0.9908334195396267,0.8227306844667824,0.011531876857850216,critical,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.8708858677395517,,0.9908334195396267,0.8227306844667824,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.862902822361115,terminal_risk
magik-farm,Magik Farm,Yield Aggregator,avax_core,1,1,1300,1300,2969.78172,3762.76933,792.9876100000001,0.7892542591761796,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0,1732884.0,2969.0,0.9982866712370824,-0.5768025078369906,-0.6014492753623188,770.0,2.488885155206655,0,12,dead,2022-08-13,terminal_global_decay,0.5802387444498203,0.6927155083502312,0.30728449164976884,elevated,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.9508248782123059,0.9205964732256791,0.5802387444498203,0.6927155083502312,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.5517054335255617,elevated
magnet-dao,Magnet DAO,Algo-Stables,avax_core,1,1,1525,1525,0.65951,0.65951,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0,10299268.0,0.0,1.0,0.0,0.0,78.0,5.428143837424293,1,1,dead,2022-01-04,terminal_global_decay,0.9514446600616822,0.9471445179726273,0.05285548202737272,critical,early drawdown stayed high,active-day density stayed low,peak arrived too early,1.0,0.9991824817518248,0.9514446600616822,0.9471445179726273,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.9514446600616822,terminal_risk
marginswap,MarginSwap,Dexs,avax_core,1,1,610,610,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0,6939110.0,0.0,1.0,0.0,-0.9999995941352544,305.0,0.3651067269078734,0,4,dead,2022-01-03,resilient_or_unproven,0.1384129591460644,0.9158598553151944,0.08414014468480563,stable_watch,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.9187171670746822,,0.1384129591460644,0.9158598553151944,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.12716236171309603,monitor
maximizer,Maximizer,Reserve Currency,avax_core,1,1,646,646,0.45728,0.45728,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0,16807204.0,0.0,1.0,0.0,0.0,97.0,1.5670647772711463,1,1,dead,2021-11-28,terminal_global_decay,0.5239007461874223,0.7080089725127212,0.29199102748727873,elevated,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.978929396566187,0.9578785609700972,0.5239007461874223,0.7080089725127212,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.5128618413258285,elevated
meow-miner,Meow Miner,Ponzi,avax_core,1,1,725,725,0.0351,0.0351,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0,33751.0,0.0,1.0,0.0,0.0,212.0,2.9936916831556117,1,1,dead,2024-03-14,terminal_global_decay,0.945739602233628,0.9533105703133197,0.04668942968668034,critical,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.9986890130353818,0.998117148199104,0.945739602233628,0.9533105703133197,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.9444997499431765,terminal_risk
mev-capital,MEV Capital,Risk Curators,avax_core,1,1,412,412,231138997.8761,326406161.66052,95267163.78442,0.7081330716927366,9.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,censored,,231138997.0,231138997.0,0.0,1.3558451069871629,8.062930629776032,0.0,1.3135098329487125,0,11,alive,2025-04-11,resilient_or_unproven,0.3195270730729051,0.774292177307075,0.22570782269292505,stable_watch,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.10022572898250066,,0.3195270730729051,0.774292177307075,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.032024833828376675,monitor
midasdao,MidasDAO,Reserve Currency,avax_core,1,1,637,637,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0,20058635.0,0.0,1.0,0.0,0.0,65.0,2.8711541795521907,1,1,dead,2021-12-07,terminal_global_decay,0.860745813377815,0.9100078428396702,0.0899921571603298,critical,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.9981678175350491,1.0,0.860745813377815,0.9100078428396702,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.8591687699917643,terminal_risk
mint-club-v2,Mint Club V2,Launchpad,avax_core,1,1,709,709,521.6434,730120.6565699999,729599.0131699999,0.0007144619116114,5.0,1.0,low_tvl_on_avax,lt_10k,1.0,1,1,core_eligible,,1.0,structural_decay,1.0,9471.0,521.0,0.9449899693802132,0.1274298056155507,-0.3113456464379947,180.0,0.640029378812616,0,13,alive,2024-02-01,multichain_relocation,0.43351877099632563,0.753422890135675,0.246577109864325,stable_watch,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.04535797362553152,0.0909943683372559,0.43351877099632563,0.753422890135675,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.019663532981024176,monitor
mintswap,MintSwap,Farm,avax_core,1,1,1570,1570,1231.18523,1231.18523,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0,128253.0,1231.0,0.990401783973864,0.0511945392491467,-0.2718676122931442,783.0,2.1744400505007917,1,1,dead,2021-11-20,terminal_global_decay,0.9789207196043742,0.9768498524133777,0.02315014758662231,critical,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.9809999792637457,0.9751499576232071,0.9789207196043742,0.9768498524133777,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.9603212056327421,terminal_risk
monocerus,Monocerus,Dexs,avax_core,1,1,878,878,198.00357,202.82513,4.821560000000005,0.9762279950221158,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0,15042.0,198.0,0.9868368568009572,0.0153061224489795,0.0,119.0,3.267675706832005,0,2,dead,2023-10-13,terminal_global_decay,0.9930016663989107,0.9908493127757448,0.009150687224255145,critical,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.9952701706601864,0.9940881851955296,0.9930016663989107,0.9908493127757448,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.9883049379826934,terminal_risk
monroe-protocol,Monroe Protocol,CDP,avax_core,1,1,681,728,3911.35342,5008.26052,1096.9071,0.7809804231190434,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0,435730.0,3911.0,0.9910242581415096,0.079768147943693,-0.3276039876246133,237.0,1.4382323185705308,0,3,dead,2024-04-27,terminal_global_decay,0.8726053550188472,0.9096508772203841,0.09034912277961593,critical,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.9829747969684214,0.9897229784628099,0.8726053550188472,0.9096508772203841,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.8577490716832086,terminal_risk
moremoney,Moremoney,Lending,avax_core,1,1,1449,1449,7473.88535,7473.88535,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0,14232086.0,7473.0,0.9994749188558866,-0.0028018679119412,-0.0105904156738151,733.0,2.4198226093839725,1,1,dead,2022-01-25,terminal_global_decay,0.6820922739031383,0.778336364312115,0.22166363568788508,elevated,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.9522122076568725,0.9374160919085511,0.6820922739031383,0.778336364312115,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.6494965899590035,elevated
mozaic,Mozaic,Yield,avax_core,1,1,902,902,1189.0275,7439.87036,6250.84286,0.1598183089846205,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0,551521.0,1189.0,0.9978441437406737,0.0016835016835016,0.0,105.0,6.965452088156258,0,6,dead,2023-09-19,terminal_global_decay,0.9460671154698287,0.9642279919464114,0.03577200805358857,critical,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.983503058581679,0.98349156078847,0.9460671154698287,0.9642279919464114,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.930459901688123,terminal_risk
multi-chain-miner,Multi-Chain Miner,Ponzi,avax_core,1,1,1609,1609,0.10531,2.94466,2.83935,0.0357630422527558,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0,174064.0,0.0,1.0,0.0,0.0,454.0,2.966428312417708,0,4,dead,2021-10-12,terminal_global_decay,0.6297806334214505,0.7518247501721915,0.2481752498278085,elevated,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.9958625666375776,0.99267632736189,0.6297806334214505,0.7518247501721915,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.627174958017725,elevated
multipli.fi,Multipli.fi,Yield,avax_core,1,1,206,360,15715.89281,342521093.07653004,342505377.18372005,4.588299269058029e-05,5.0,0.911507,active_on_avax,ge_10k,0.0,0,1,core_eligible,,0.911507,censored,,18919187.0,15715.0,0.9991693617701436,-0.1811597978429635,-0.2382706475378053,77.0,1.175922818603372,0,4,alive,2025-08-15,resilient_or_unproven,0.3118721297291167,0.8092338816414235,0.11220223032689428,stable_watch,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.09807987543364598,,0.3118721297291167,0.8092338816414235,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.030588379635057644,monitor
mushrooms-finance,Mushrooms Finance,Yield Aggregator,avax_core,1,1,1429,1883,15189.59023,28540.8594,13351.26917,0.5322050754365161,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,structural_decay,1.0,21867.0,15189.0,0.305391686102346,0.0289236605026078,-0.1610979179322914,118.0,0.2601024866353668,0,5,alive,2022-04-08,native_revival_or_threshold_boundary,0.8513573312082602,0.8976986784098319,0.10230132159016816,critical,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.25292547699584905,0.3906265056735781,0.8513573312082602,0.8976986784098319,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.21532995908976224,monitor
mux-perps,MUX Perps,Derivatives,avax_core,1,1,1219,1219,389034.60012,8962580.097199999,8573545.497079998,0.043406540962634,4.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0,5534754.0,389034.0,0.9297106971691966,0.0601795330179424,-0.216718041850473,377.0,0.7358257274240217,0,5,alive,2022-11-06,resilient_or_unproven,0.09662922066546767,0.9454795792799736,0.05452042072002638,stable_watch,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.06625084805058822,,0.09662922066546767,0.9454795792799736,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.006401767815554657,monitor
napier,Napier,Yield,avax_core,1,1,360,615,0.0,298243.87330000004,298243.87330000004,0.0,1.0,0.99726,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,0.99726,censored,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,alive,2025-03-14,resilient_or_unproven,0.942706789738786,0.948542226012601,0.048851627446602715,critical,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.7845099970130054,,0.942706789738786,0.948542226012601,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.7395629008021148,terminal_risk
native-swap,Native Swap,Dexs,avax_core,1,1,913,1064,1.8334,4513.66949,4511.83609,0.0004061883582885,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0,1276330.0,1.0,0.9999992165035688,0.0,0.0,229.0,1.3713640389365034,0,9,dead,2023-09-08,resilient_or_unproven,0.059942868520621924,0.935732456521026,0.06426754347897405,stable_watch,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.927816219072042,,0.059942868520621924,0.935732456521026,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.055615965631135966,monitor
nereus-finance,Nereus Finance,Lending,avax_core,1,1,1473,1473,73744.42467,73744.42467,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,structural_decay,1.0,32414877.0,73744.0,0.9977249952236438,0.0921949052132701,0.167386933877887,762.0,1.8564910706971345,1,1,alive,2022-02-25,native_revival_or_threshold_boundary,0.3307717695909519,0.8929025339657627,0.10709746603423732,stable_watch,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.0552352379495168,0.08974525935935841,0.3307717695909519,0.8929025339657627,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.018270257400338972,monitor
nested,Nested,Indexes,avax_core,1,1,1434,1434,5684.09007,140517.97454999998,134833.88447999998,0.0404509820768691,4.0,1.0,low_tvl_on_avax,lt_10k,1.0,1,1,core_eligible,,1.0,resilient_or_unproven,0.0,231259.0,5684.0,0.9754214971093016,0.016994633273703,-0.2567655902732383,731.0,0.8446831226162365,0,6,alive,2022-04-05,avax_side_decay_but_globally_alive,0.10661413036802828,0.8849499530326161,0.1150500469673838,stable_watch,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.04229250042410465,0.0715586633162161,0.10661413036802828,0.8849499530326161,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.0045089781538053845,monitor
noaharkdao,NoahArkDAO,Reserve Currency,avax_core,1,1,1504,1504,15.54072,15.54072,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0,84177.0,15.0,0.9998218040557396,0.0,0.0,52.0,3.5757158063776324,1,1,dead,2022-01-25,terminal_global_decay,0.7645912095166232,0.8265263248998354,0.1734736751001647,critical,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.9992542372881356,0.9992519893899204,0.7645912095166232,0.8265263248998354,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.7640210059027464,terminal_risk
nodo,NODO,Prediction Market,avax_core,1,1,425,425,0.00833,0.84549,0.83716,0.0098522750121231,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,censored,,2015.0,0.0,1.0,0.0,0.0,8.0,1.7304814614536108,0,5,dead,2025-01-08,resilient_or_unproven,0.90513985763696,0.9338091566414959,0.06619084335850411,critical,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.9974551764025449,,0.90513985763696,0.9338091566414959,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.9028364363682483,terminal_risk
nord-finance,Nord Finance,Yield Aggregator,avax_core,1,1,1419,1419,101.40761,5071.34697,4969.939359999999,0.0199961885076855,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0,706793.0,101.0,0.9998571010182612,0.0,0.0,87.0,6.740447531687503,0,3,dead,2022-04-20,terminal_global_decay,0.9752293086217898,0.9781638041415673,0.02183619585843264,critical,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.9966299284461912,0.9967794060995185,0.9752293086217898,0.9781638041415673,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.971942716070363,terminal_risk
north-pole,North Pole,CDP,avax_core,1,1,1406,1406,698.50267,698.50267,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0,160730.0,698.0,0.9956573135071236,0.0115774240231548,-0.2459546925566343,706.0,3.725051045245196,1,1,dead,2022-05-03,terminal_global_decay,0.9889527437920211,0.987570868810703,0.012429131189297,critical,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.99775959525207,0.9870430880935068,0.9889527437920211,0.987570868810703,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.9867370893693511,terminal_risk
o2-dao,O2 DAO,Reserve Currency,avax_core,1,1,1553,1553,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,dead,2021-12-07,terminal_global_decay,0.9986821252472091,0.9989722122535418,0.0010277877464581649,critical,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.9996838323353293,1.0,0.9986821252472091,0.9989722122535418,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.9983663742519213,terminal_risk
oddz,Oddz,Options,avax_core,1,1,1481,1562,59193.24177,59199.59287,6.35109999999986,0.9998927171676004,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0,686310.0,59193.0,0.9137518031210388,0.0003379862777571,0.0003041773692037,687.0,0.9856810138793948,0,2,alive,2022-02-17,resilient_or_unproven,0.08796409844179981,0.9177148047434329,0.08228519525656706,stable_watch,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.1317592749313404,,0.08796409844179981,0.9177148047434329,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.011590085830680594,monitor
oh-finance,Oh Finance,Yield,avax_core,1,1,1547,1547,2666.23988,3036.08206,369.8421800000001,0.878184392684037,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0,3508975.0,2666.0,0.9992402339714588,0.0030086498683715,0.0098447557743279,636.0,2.6049714547362206,0,4,dead,2021-11-24,terminal_global_decay,0.6515502509624161,0.7589008972921372,0.2410991027078629,elevated,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.9733665440808458,0.9547372280016514,0.6515502509624161,0.7589008972921372,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.6341972160742948,elevated
olive-cash,Olive Cash,Yield,avax_core,1,1,1772,1772,24472.93823,93670.39174,69197.45351,0.2612665301745432,3.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,structural_decay,1.0,6464833.0,24472.0,0.9962145967266284,0.0183505326231691,-0.3172738938793729,902.0,2.2941393408583286,0,3,alive,2021-04-12,native_revival_or_threshold_boundary,0.7561246566542801,0.7985418984911719,0.20145810150882815,critical,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.06670563737397453,0.09705772858774346,0.7561246566542801,0.7985418984911719,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.050437777156301405,monitor
omni-exchange-flux,Omni Exchange Flux,Dexs,avax_core,1,1,236,236,13.36378,718.7416499999999,705.3778699999999,0.0185933012230472,0.0,0.893973,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,0.893973,censored,,893.0,13.0,0.9854423292273236,0.0769230769230769,-0.3,66.0,1.662413583468913,0,7,dead,2025-07-16,resilient_or_unproven,0.9468636480417807,0.8583918393001616,0.03980115808848635,critical,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.9935320933927289,,0.9468636480417807,0.8583918393001616,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.9407394223964264,terminal_risk
omni-exchange-v2,Omni Exchange V2,Dexs,avax_core,1,1,231,231,8.4203,4710.273810000001,4701.853510000001,0.0017876455466609,0.0,0.889863,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,0.889863,censored,,21300.0,8.0,0.99962441314554,0.0,-0.9908163265306122,94.0,1.5245736696093086,0,7,dead,2025-07-16,resilient_or_unproven,0.8612335100325674,0.7995508748356954,0.10148992054316743,critical,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.9868984290341799,,0.8612335100325674,0.7995508748356954,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.8499499980827334,terminal_risk
omni-exchange-v3,Omni Exchange V3,Dexs,avax_core,1,1,236,236,46.01505,26536.18533,26490.17028,0.001734049164481,1.0,0.893973,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,0.893973,censored,,59132.0,46.0,0.9992220794155448,0.0217391304347826,-0.3380281690140845,74.0,2.48959341854362,0,7,alive,2025-07-16,resilient_or_unproven,0.9168885524591193,0.8384455160628063,0.06211315547247373,critical,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.8735457575320055,,0.9168885524591193,0.8384455160628063,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.8009441051303253,terminal_risk
omnibtc,OmniBTC,Lending,avax_core,1,1,875,933,0.00307,1908706.7101,1908706.70703,1.6084189277247096e-09,1.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0,70761.0,0.0,1.0,0.0,0.0,285.0,1.2680088230697597,0,8,alive,2023-10-13,terminal_global_decay,0.7556121137292873,0.8515580133354674,0.1484419866645325,critical,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.6967550524789557,0.5356730897383981,0.7556121137292873,0.8515580133354674,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.5264765579551842,elevated
onavax,onAVAX,Dexs,avax_core,1,1,1329,1329,355.91184,355.91184,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0,943087.0,355.0,0.9996235766159433,0.072289156626506,0.0229885057471264,662.0,2.5618907668380624,1,1,dead,2022-07-19,terminal_global_decay,0.776950127738183,0.8607146862940388,0.13928531370596117,critical,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.9890675764439619,0.9857092507780495,0.776950127738183,0.8607146862940388,early drawdown stayed high,active-day density stayed low,peak arrived too early,0.7684561798598313,terminal_risk
