slug,name,category,avax_peak_tvl,avax_current_tvl,avax_start_tvl,avax_drawdown_from_peak,avax_tvl_30d_change,avax_tvl_90d_change,avax_lifespan_days,avax_consecutive_decline_days,avax_volatility_full,avax_history_days,history_source_mode,has_avax_history,has_total_history,total_history_days,current_avax_core_tvl,current_total_core_tvl,current_non_avax_core_tvl,current_avax_share,active_chain_count_core,data_quality_score_v2,current_status,current_tvl_band_avax,low_tvl_now_avax,migrated_candidate,core_eligible,core_universe_status,boundary_reason
risk-harbor,Risk Harbor,Insurance,339998.0,1734.0,36836.0,0.9948999699998236,0.0,-0.0017261219792865361,1338.0,354.0,2.037441741377095,1316,avax_core,1,1,1435,1734.08486,38719.40077,36985.31591,0.044785942589885795,2.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
robo-vault,Robo-Vault,Yield,6425117.0,1824.0,1001733.0,0.9997161141190114,0.021836506159014557,-0.1411764705882353,1342.0,612.0,2.604394572294648,1330,avax_core,1,1,1637,1824.01214,3799.72537,1975.71323,0.48003788758028054,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
royco-v2,Royco V2,Yield,4528144.0,4528144.0,2454458.0,0.0,0.8448647950525962,0.8448647950525962,18.0,0.0,0.17700507979663926,19,avax_core,1,1,19,4528144.60045,10243337.974909998,5715193.374459999,0.4420575218294294,2.0,0.715616,active_on_avax,ge_10k,0.0,0,1,core_eligible,
rubydex,RubyDex,Derivatives,52.0,0.0,1.0,1.0,0.0,0.0,859.0,2.0,3.733655857377708,860,avax_core,1,1,1144,0.0,24.138450000000002,24.138450000000002,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
salvor,Salvor,NFT Marketplace,2706047.0,469465.0,190000.0,0.8265126215472237,0.5104889254964543,-0.11635085764407159,765.0,228.0,0.6467840364282151,766,avax_core,1,1,766,469465.41849,469465.41849,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
sashimidao,SashimiDAO,Reserve Currency,9299.0,1.0,9224.0,0.9998924615550059,0.0,0.0,639.0,5.0,7.9884539892336015,602,avax_core,1,1,602,1.44295,1.44295,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
seafi,SeaFi,Yield,5036291.0,292308.0,65016.0,0.9419596683352888,0.1121345629974585,-0.5249425901939339,747.0,260.0,0.9222954098673825,748,avax_core,1,1,748,292308.21495,292308.21495,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
secondswap,SecondSwap,OTC Marketplace,85.0,79.0,81.0,0.07058823529411765,-0.024390243902439025,-0.024390243902439025,16.0,6.0,0.03564588205613847,17,avax_core,1,1,17,79.36017,1981344.34033,1981264.98016,4.0053699089367915e-05,1.0,0.713973,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
secured-finance-lending,Secured Finance Lending,Lending,4706.0,204.0,2101.0,0.956651083722907,-0.0048543689320388345,-0.12017167381974249,738.0,306.0,0.8660253019874413,737,avax_core,1,1,737,204.03477,433442.26044,433238.22566999996,0.00047073114142787625,2.0,1.0,low_tvl_on_avax,lt_10k,1.0,1,1,core_eligible,
securo-finance,Securo Finance,Indexes,35.0,17.0,0.0,0.5142857142857142,0.058823529411764705,-0.25,1319.0,106.0,0.46908097317709646,1320,avax_core,1,1,1320,17.0,36.0,19.0,0.4722222222222222,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
sherpa-cash,Sherpa Cash,Privacy,1860372.0,14788.0,1771055.0,0.9920510521551603,0.06864657851000795,-0.3462269572521109,1440.0,749.0,2.369245995079186,1441,avax_core,1,1,1441,14788.2236,14788.2236,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
sierra,Sierra,Reserve Currency,1008592.0,842.0,1008592.0,0.9991651728350016,0.0023781212841854932,0.007168458781362007,641.0,246.0,5.05159041764521,604,avax_core,1,1,604,842.25292,842.25292,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
sierra-protocol,Sierra Protocol,Yield,4790973.0,4790973.0,4285275.0,0.0,0.2513533547474112,0.1180082683122394,33.0,0.0,0.08609871755356811,34,avax_core,1,1,34,4790973.14188,4790973.14188,0.0,1.0,1.0,0.727945,active_on_avax,ge_10k,0.0,0,1,core_eligible,
silo-v2,Silo V2,Lending,79620153.0,9070465.0,24076397.0,0.8860782771919566,-0.42050222945041643,-0.7751906115896595,252.0,84.0,0.41184081502817016,253,avax_core,1,1,423,9070465.1262,45038011.27053,35967546.14433,0.20139577371026446,4.0,0.93863,active_on_avax,ge_10k,0.0,0,1,core_eligible,
singular-farm,Singular Farm,Yield,5574382.0,3916.0,4607755.0,0.9992975006018604,0.07965821389195149,-0.17779177162048698,1633.0,834.0,3.7670133397859233,1634,avax_core,1,1,1634,3916.68297,22318.716169999996,18402.033199999998,0.17548872167049923,1.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
smartcoin,SmartCoin,Yield,0.0,0.0,0.0,0.0,0.0,0.0,1594.0,0.0,0.0,1595,avax_core,1,1,1595,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
snowball,Snowball,Yield,108123285.0,308229.0,17715061.0,0.9971492819516167,0.03978248329324612,-0.514256492365492,1797.0,828.0,2.424306111784145,1675,avax_core,1,1,1675,308229.11437,308229.11437,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
snowbank,Snowbank,Reserve Currency,68674707.0,0.0,29782452.0,1.0,0.0,0.0,1581.0,55.0,4.128149792816513,1582,avax_core,1,1,1582,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
snowcatdao,SnowCatDAO,Reserve Currency,50385.0,0.0,50385.0,1.0,0.0,0.0,1532.0,5.0,17.75143868712532,1533,avax_core,1,1,1533,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
snowdog,Snowdog,Reserve Currency,63823712.0,0.0,36689291.0,1.0,0.0,0.0,692.0,4.0,9.794020841121297,655,avax_core,1,1,655,0.29157,0.29157,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
snowtomb,Snowtomb,Algo-Stables,0.0,0.0,0.0,0.0,0.0,0.0,1499.0,0.0,0.0,1500,avax_core,1,1,1500,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
snowyowl,Snowyowl,Algo-Stables,0.0,0.0,0.0,0.0,0.0,0.0,1464.0,0.0,0.0,1465,avax_core,1,1,1465,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
solisnek-finance,SoliSnek Finance,Dexs,13765557.0,9327.0,602.0,0.999322439331732,0.010398613518197574,-0.10204081632653061,1063.0,582.0,3.587731273457388,1064,avax_core,1,1,1064,9327.55964,9327.55964,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
solv-strategies,Solv Strategies,Onchain Capital Allocator,26060457.0,13582729.0,0.0,0.4787992781554061,0.08575908682832059,-0.25432669846761446,306.0,109.0,0.316450961291594,307,avax_core,1,1,307,13582729.6996,55962894.62075,42380164.92115,0.24270956303542912,3.0,0.952329,active_on_avax,ge_10k,0.0,0,1,core_eligible,
soulswap,SoulSwap,Dexs,42715.0,188.0,0.0,0.9955987358070936,0.055865921787709494,-0.25,1237.0,336.0,2.271781326253458,1236,avax_core,1,1,1635,188.00008,2346.6102499999997,2158.61017,0.0801155965290785,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
spark-liquidity-layer,Spark Liquidity Layer,Onchain Capital Allocator,10966637.0,10002098.0,0.0,0.08795212242367464,0.0004036781924658806,10002098.0,131.0,14.0,0.7193144548678657,132,avax_core,1,1,340,10002098.66212,1465787143.3164,1455785044.65428,0.006823704729385103,6.0,0.865479,active_on_avax,ge_10k,0.0,0,1,core_eligible,
spark-savings,Spark Savings,Yield,225033476.0,182441926.0,1.0,0.18926761812095905,0.8391962926129991,60813974.666666664,136.0,38.0,0.8079301424514326,137,avax_core,1,1,179,182441926.14557,1437126462.78224,1254684536.6366699,0.12694911051346666,6.0,0.82411,active_on_avax,ge_10k,0.0,0,1,core_eligible,
spectra-v2,Spectra V2,Yield,6185192.0,4715169.0,4014005.0,0.23766812735966805,0.048399630638669144,12.921951305929387,248.0,14.0,0.6654901752822878,249,avax_core,1,1,650,4715169.85942,28746787.94772,24031618.088299997,0.1640242335246354,11.0,0.936438,active_on_avax,ge_10k,0.0,0,1,core_eligible,
spice-trade,Spice Trade,Algo-Stables,378757.0,2493.0,12117.0,0.9934179434307485,0.018790849673202614,-0.15856950067476383,1369.0,683.0,3.009148753112622,1370,avax_core,1,1,1370,2493.64468,8995.345249999998,6501.700569999999,0.2772150051717026,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
spicy-dao,Spicy DAO,Reserve Currency,502488.0,272.0,502488.0,0.9994586935409403,-0.010869565217391304,-0.010869565217391304,1535.0,213.0,5.209403158674761,1536,avax_core,1,1,1536,272.16475,272.16475,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
spiritdao,SpiritDAO,Reserve Currency,592578.0,2011.0,479431.0,0.9966063539314656,-0.006910167818361303,-0.011302211302211302,1537.0,681.0,2.7736525158970737,1538,avax_core,1,1,1538,2011.69528,2011.69528,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
stabilize,Stabilize,CDP,22459595.0,19552.0,2128507.0,0.9991294589239031,0.018067270644590232,-0.17400304156809732,1588.0,823.0,4.969399629647711,1587,avax_core,1,1,1587,19552.07517,19552.07517,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
stable-jack-v1,Stable Jack V1,Yield,12208969.0,1629502.0,1077445.0,0.8665323828736071,0.07377078347232911,-0.3885808347554103,622.0,244.0,0.4085744410480551,623,avax_core,1,1,623,1629502.68521,1629502.68521,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
stable-jack-v2,Stable Jack V2,Yield,1043645.0,2792.0,381185.0,0.9973247608142616,-0.9229304635761589,-0.9633320204805041,312.0,93.0,0.7713487304443274,313,avax_core,1,1,336,2792.78744,12766.63845,9973.85101,0.2187566798368916,0.0,0.963562,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
stackfi,StackFi,Lending,4302.0,638.0,4208.0,0.8516968851696886,-0.8062462098241359,-0.8481824661439772,41.0,26.0,0.20216271922350704,42,avax_core,1,1,42,638.55592,650.1932,11.637280000000032,0.98210181219982,0.0,0.734521,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
stake-dao,Stake DAO,Yield,124425201.0,209764.0,696206.0,0.9983141357352519,0.0,-0.06831153256790069,1595.0,775.0,2.879298856561464,1579,avax_core,1,1,1797,209764.18038,170329500.96591002,170119736.78553003,0.001231519960960741,8.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
steadefi,Steadefi,Leveraged Farming,721344.0,3.0,42783.0,0.9999958410966197,0.0,-0.2,1061.0,263.0,3.3617534084050367,1061,avax_core,1,1,1061,3.30143,576.13068,572.82925,0.005730349232573415,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
steakhut,SteakHut,Farm,1366510.0,0.0,1052382.0,1.0,0.0,-0.9998130491680688,1384.0,609.0,1.850309030046835,1383,avax_core,1,1,1383,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
steakhut-liquidity,SteakHut Liquidity,Liquidity Manager,17437684.0,58319.0,44657.0,0.9966555765088988,-0.035650505985845626,-0.4718826405867971,1146.0,254.0,1.505286316251063,1145,avax_core,1,1,1145,58319.49596,62692.18278,4372.686820000003,0.9302514823045055,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
steer-protocol,Steer Protocol,Liquidity Manager,28802.0,1374.0,0.0,0.9522949795153114,-0.15695892090741875,-0.9484883677368598,985.0,48.0,2.253670770728107,951,avax_core,1,1,982,1374.47132,26088285.674150005,26086911.202830005,5.268538290202476e-05,15.0,1.0,low_tvl_on_avax,lt_10k,1.0,1,1,core_eligible,
stonedefi,StoneDefi,Yield Aggregator,20930.0,12124.0,11966.0,0.42073578595317723,0.059784983830084786,-0.22305523516596182,1522.0,112.0,0.34089923276865564,1518,avax_core,1,1,1518,12124.19951,71483.96455,59359.765040000006,0.16960726208070953,3.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
stormswap,StormSwap,Yield,35390422.0,8176.0,2467.0,0.9997689770413023,0.011379097093382808,-0.18482703618781776,1646.0,822.0,9.871424086653814,1579,avax_core,1,1,1645,8176.13153,9051.26644,875.1349099999998,0.9033135400663336,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
struct-finance,Struct Finance,Yield,12471721.0,20357.0,216392.0,0.9983677473221217,0.04808484349258649,-0.24563678808315115,985.0,382.0,2.123149217337566,986,avax_core,1,1,986,20357.63665,20357.63665,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
stryke-ssov,Stryke SSOV,Options,363404.0,0.0,0.0,1.0,0.0,0.0,1563.0,66.0,4.57695591504926,1564,avax_core,1,1,1610,0.0,11044.81295,11044.81295,0.0,1.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
subzero+,Subzero+,Reserve Currency,0.0,0.0,0.0,0.0,0.0,0.0,1120.0,0.0,0.0,1121,avax_core,1,1,1121,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
subzero-zswap,Subzero ZSwap,Dexs,110666.0,1611.0,28.0,0.985442683389659,-0.23962264150943396,-0.5294804436660829,1242.0,587.0,1.0503467354495215,1243,avax_core,1,1,1243,1611.74715,1611.74715,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
superform,Superform,Yield Aggregator,587967.0,2980.0,0.0,0.9949316883430532,-0.7255064456721916,-0.809630244587777,773.0,163.0,1.780550698038357,774,avax_core,1,1,774,2980.87048,33213140.89469,33210160.02421,8.974973157316088e-05,5.0,1.0,low_tvl_on_avax,lt_10k,1.0,1,1,core_eligible,
sushi-bentobox,Sushi BentoBox,Yield,456632.0,0.0,382475.0,1.0,0.0,0.0,1177.0,462.0,1.173217214280189,1001,avax_core,1,1,1001,0.0,2910360.65165,2910360.65165,0.0,3.0,1.0,low_tvl_on_avax,lt_10k,1.0,1,1,core_eligible,
sushi-kashi,Sushi Kashi,Lending,28736.0,1441.0,0.0,0.949853841870824,-0.2563176895306859,-0.3308584686774942,1272.0,585.0,1.017117909009537,1261,avax_core,1,1,1414,1441.58292,142338.75280000002,140897.16988000003,0.010127831610450923,3.0,1.0,low_tvl_on_avax,lt_10k,1.0,1,1,core_eligible,
sushi-trident,Sushi Trident,Dexs,127587.0,0.0,0.0,1.0,0.0,0.0,1110.0,100.0,2.163284938848712,1016,avax_core,1,1,1112,0.0,274513.67626,274513.67626,0.0,2.0,1.0,low_tvl_on_avax,lt_10k,1.0,1,1,core_eligible,
sushiswap,SushiSwap,Dexs,257358630.0,55299.0,556681.0,0.9997851286354765,0.0022655188038060714,-0.13470716174560704,1727.0,767.0,4.715863536839973,1695,avax_core,1,1,1976,55299.27793,42497032.19267999,42441732.91474999,0.0013012503480072466,13.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
sushiswap-v3,SushiSwap V3,Dexs,404338.0,34956.0,15268.0,0.913547576532505,0.07115060517848935,-0.3452519198351751,1065.0,108.0,0.7135349347048574,999,avax_core,1,1,1005,34956.35305,84130277.98989001,84095321.63684002,0.0004155026452450416,18.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
suzaku,Suzaku,Restaking,10318227.0,1357231.0,1.0,0.8684627698150079,0.024342272594509044,-0.5533903461274835,524.0,103.0,0.4788800694737176,525,avax_core,1,1,525,1357231.79622,1357231.79622,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
swapsicle-v1,Swapsicle V1,Dexs,3229283.0,18693.0,928339.0,0.9942114085386756,-0.2227673374355563,-0.41401792991035047,1376.0,708.0,1.773318134367012,1377,avax_core,1,1,1377,18693.30963,19203.51707,510.20744000000195,0.9734315626590582,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
swift-finance,Swift Finance,Yield,1302919.0,768.0,721820.0,0.9994105543015337,0.0039164490861618795,-0.012836970474967908,1581.0,677.0,4.546012736922597,1582,avax_core,1,1,1582,768.51282,768.51282,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
swing-dao,Swing DAO,Reserve Currency,9280.0,0.0,9280.0,1.0,0.0,0.0,650.0,68.0,1.766809061644618,613,avax_core,1,1,613,0.02069,0.02069,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
symphony-finance,Symphony Finance,Dexs,11848.0,352.0,10998.0,0.9702903443619176,-0.6154684095860566,-0.5451030927835051,1003.0,472.0,1.484282821152739,1002,avax_core,1,1,1002,352.56038,853.52017,500.95979,0.4130662547787242,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
tarina,Tarina,Dexs,136155.0,52.0,134635.0,0.9996180823326356,0.019230769230769232,-0.1016949152542373,1417.0,526.0,1.4768657947296322,1418,avax_core,1,1,1418,52.42921,52.42921,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
tarot,Tarot,Lending,935949.0,6844.0,119866.0,0.9926876357579313,0.0793125197098707,-0.23766566432787614,1065.0,545.0,2.022076303152659,1063,avax_core,1,1,1670,6844.25188,573623.8573599999,566779.6054799999,0.011931602551364289,3.0,1.0,low_tvl_on_avax,lt_10k,1.0,1,1,core_eligible,
team-finance,Team Finance,Token Locker,5439785.0,430493.0,0.0,0.9208621296613745,0.015462130164952976,-0.5283379185443023,1347.0,161.0,0.7042291827225221,1246,avax_core,1,1,1246,430493.34454,48825934.12943,48395440.78489,0.008816899301892079,7.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
teddy-cash,Teddy Cash,CDP,106915466.0,14000.0,767314.0,0.9998690554273972,0.12756704517999518,-0.3414083447010678,1640.0,824.0,4.18629326096264,1641,avax_core,1,1,1641,14000.89466,14000.89466,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
tempodao,TempoDAO,Reserve Currency,990705.0,3.0,247483.0,0.9999969718533771,0.0,0.0,1547.0,87.0,4.4928502986262355,1548,avax_core,1,1,1548,3.39632,3.39632,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
termfinance-lend,TermFinance Lend,Lending,21356928.0,0.0,0.0,1.0,0.0,-0.9999208860759494,1004.0,173.0,2.0255843762706527,1002,avax_core,1,1,1002,0.0,1855209.02352,1855209.02352,0.0,1.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
termfinance-vaults,TermFinance Vaults,Yield,7901472.0,1384873.0,0.0,0.8247322777325541,0.024352213948582457,0.06820388892445607,349.0,48.0,1.3554231400553916,343,avax_core,1,1,343,1384873.99908,15160463.86346,13775589.86438,0.09134773259925417,4.0,0.981918,active_on_avax,ge_10k,0.0,0,1,core_eligible,
the-dragons-lair,The Dragon's Lair,Yield,3679508.0,78.0,3679508.0,0.9999788015136807,0.06756756756756757,-0.3305084745762712,1628.0,791.0,7.8763106006816646,1629,avax_core,1,1,1629,78.67273,78.67273,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
the-ennead-farm,The Ennead Farm,Yield,83703.0,62.0,83703.0,0.999259285808155,0.06779661016949153,-0.3368421052631579,963.0,489.0,4.98544554327949,964,avax_core,1,1,964,62.93052,3718.9872,3656.05668,0.01692141344288574,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
the-seed-farm,The Seed Farm,Yield,12252.0,1947.0,11228.0,0.8410871694417238,0.047875201721355565,-0.30872959545777146,1530.0,778.0,0.49760551908026734,1531,avax_core,1,1,1531,1947.86712,1947.86712,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
thetanuts-finance,Thetanuts Finance,Yield,6704453.0,41293.0,5066291.0,0.993840959135667,0.0686023341873043,-0.21132947535285243,1536.0,769.0,2.348896683785175,1496,avax_core,1,1,1496,41293.25382,867571.50266,826278.24884,0.04759636951351405,6.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
thor-financial,Thor Financial,Yield,0.0,0.0,0.0,0.0,0.0,0.0,609.0,0.0,0.0,572,avax_core,1,1,572,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
thorchain-dex,Thorchain DEX,Dexs,15241273.0,1006768.0,1280528.0,0.9339446252291393,0.11012986096485473,-0.3091546009744047,1068.0,384.0,0.7551319524946511,1065,avax_core,1,1,1760,1006768.09347,65529398.338740006,64522630.24527001,0.015363609601079057,12.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
thorusfi,ThorusFi,Dexs,13883583.0,12697.0,7908334.0,0.9990854666263025,0.022136359977461162,-0.059477075772165024,1521.0,788.0,4.317147413244856,1522,avax_core,1,1,1522,12697.07777,12838.2832,141.20542999999998,0.9890012217521421,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
token-mill,Token Mill,Launchpad,174203.0,40862.0,109078.0,0.7654345791978324,0.0660561947248963,-0.34984328013874083,237.0,98.0,0.4076979423964439,238,avax_core,1,1,238,40862.3777,69025.07559,28162.697889999996,0.5919932336288515,2.0,0.895616,active_on_avax,ge_10k,0.0,0,1,core_eligible,
tokensfarm,TokensFarm,Yield,187.0,0.0,0.0,1.0,0.0,0.0,1418.0,12.0,2.433273331748649,1411,avax_core,1,1,1411,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
topshelf,TopShelf,CDP,1676453.0,2082.0,544668.0,0.9987580922340202,0.0764857881136951,-0.34186413902053714,1542.0,781.0,2.7302933384264314,1543,avax_core,1,1,1543,2082.26258,22824.23244,20741.96986,0.0912303441298112,1.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
tornadao,Tornadao,Reserve Currency,937507.0,7.0,277583.0,0.999992533389084,0.14285714285714285,-0.2727272727272727,1554.0,402.0,6.110686486989335,1555,avax_core,1,1,1555,7.09314,7.09314,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
tornado-cash,Tornado Cash,Privacy,360667.0,45522.0,296804.0,0.8737838504770329,0.1245800395256917,-0.3390298084880868,1384.0,381.0,0.4699390926491455,1385,avax_core,1,1,2274,45522.78469,474258150.5947701,474212627.81008005,9.598735337054217e-05,8.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
tranche-finance,Tranche Finance,Yield,141.0,36.0,133.0,0.7446808510638298,0.027777777777777776,-0.28846153846153844,1480.0,471.0,0.34115314616675707,1466,avax_core,1,1,1729,36.40441,33284.35413000001,33247.949720000004,0.0010937394145553753,1.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
treehouse-finance,TreeHouse Finance,Yield,24967.0,29.0,2171.0,0.9988384667761445,0.0,0.034482758620689655,595.0,188.0,6.221741500215235,558,avax_core,1,1,558,29.06204,29.06204,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
treehouse-protocol,Treehouse Protocol,DOR,8581408.0,7929144.0,106378.0,0.07600897195425273,14.712914118574945,9.300092360092647,190.0,15.0,1.420606904882578,191,avax_core,1,1,545,7929144.48192,153633227.21288002,145704082.73096,0.051610869769292016,3.0,0.904658,active_on_avax,ge_10k,0.0,0,1,core_eligible,
tulipa-capital,Tulipa Capital,Risk Curators,55361130.0,4165821.0,44157356.0,0.9247518791614261,-0.700842781855878,-0.9143408120467873,101.0,56.0,0.5819205801400242,102,avax_core,1,1,411,4165821.91345,51236727.57526,47070905.661809996,0.08130538601105929,7.0,0.85589,active_on_avax,ge_10k,0.0,0,1,core_eligible,
turtle-club,Turtle Club,Onchain Capital Allocator,84511122.0,4395630.0,62697903.0,0.9479875560047588,-0.6896814661593093,-0.9111622664852899,138.0,82.0,0.5682401432534941,139,avax_core,1,1,307,4395630.84407,5351172.191199999,955541.3471299997,0.8214332649019617,3.0,0.860274,active_on_avax,ge_10k,0.0,0,1,core_eligible,
umami-finance,Umami Finance,Yield,28723.0,0.0,2625.0,1.0,0.0,0.0,557.0,38.0,2.0664115312096905,548,avax_core,1,1,1573,0.0,567703.66826,567703.66826,0.0,1.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
uncx-network-v2,UNCX Network V2,Token Locker,3405861.0,95614.0,196139.0,0.9719266288318872,0.006452495736931854,-0.30470920170450416,1366.0,395.0,1.3758319636249423,1347,avax_core,1,1,1372,95614.00922,121950156.71672001,121854542.70750001,0.0007840417084670365,6.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
unifi,UniFi,Dexs,20384.0,152.0,12928.0,0.9925431711145997,0.05517241379310345,-0.2916666666666667,1486.0,714.0,1.3200002463210638,1485,avax_core,1,1,1611,152.67592,3593.63599,3440.96007,0.042485082079779586,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
uniswap-v2,Uniswap V2,Dexs,296586.0,138405.0,352.0,0.5333394023993041,-0.07862012036001491,3.8084352418010003,745.0,238.0,0.8977791297103042,741,avax_core,1,1,2108,138405.39707,900674907.5076401,900536502.1105701,0.00015366853891044584,11.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
uniswap-v3,Uniswap V3,Dexs,35280276.0,4660072.0,2705878.0,0.8679128247182647,0.13834122342894273,0.10038390045507009,968.0,152.0,0.722521525240548,957,avax_core,1,1,1753,4660072.41775,1588550134.9854398,1583890062.56769,0.002933538145960192,35.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
uniswap-v4,Uniswap V4,Dexs,1427227.0,593803.0,84.0,0.5839463519117842,-0.05180240960007665,0.2896054763342267,403.0,21.0,0.7180046414528923,401,avax_core,1,1,401,593803.17141,639040871.0537,638447067.88229,0.0009292100056619092,12.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
uno-farm,UNO farm,Yield Aggregator,1375.0,115.0,6.0,0.9163636363636364,0.04504504504504504,-0.3626373626373626,1126.0,369.0,0.5967124891533578,1121,avax_core,1,1,1124,115.15543,2947.70558,2832.55015,0.039066123422000644,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,
upshift,Upshift,Onchain Capital Allocator,14099094.0,1346470.0,3108802.0,0.9044995373461585,0.2257259612802444,-0.5140227224986519,459.0,158.0,0.6150843202285263,460,avax_core,1,1,460,1346470.23376,316056390.00306,314709919.7693,0.00426022151853017,10.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,
